sample,x_in,y_out,mode
5,     0,  1842,0
6,  1842,  3677,0
7,  3677,  5501,0
8,  5501,  7307,0
9,  7307,  9088,0
10,  9088, 10839,0
11, 10839, 12554,0
12, 12554, 14228,0
13, 14228, 15854,0
14, 15854, 17428,0
15, 17428, 18944,0
16, 18944, 20397,0
17, 20397, 21783,0
18, 21783, 23096,0
19, 23096, 24332,0
20, 24332, 25488,0
21, 25488, 26560,0
22, 26560, 27543,0
23, 27543, 28435,0
24, 28435, 29233,0
25, 29233, 29934,0
26, 29934, 30535,0
27, 30535, 31035,0
28, 31035, 31433,0
29, 31433, 31726,0
30, 31726, 31914,0
31, 31914, 31996,0
32, 31996, 31971,0
33, 31971, 31841,0
34, 31841, 31606,0
35, 31606, 31265,0
36, 31265, 30821,0
37, 30821, 30274,0
38, 30274, 29627,0
39, 29627, 28882,0
40, 28882, 28041,0
41, 28041, 27107,0
42, 27107, 26084,0
43, 26084, 24973,0
44, 24973, 23780,0
45, 23780, 22508,0
46, 22508, 21161,0
47, 21161, 19745,0
48, 19745, 18262,0
49, 18262, 16719,0
50, 16719, 15121,0
51, 15121, 13473,0
52, 13473, 11779,0
53, 11779, 10047,0
54, 10047,  8282,0
55,  8282,  6489,0
56,  6489,  4674,0
57,  4674,  2844,0
58,  2844,  1005,0
59,  1005,  -837,0
60,  -837, -2677,0
61, -2677, -4508,0
62, -4508, -6325,0
63, -6325, -8120,0
64, -8120, -9888,0
65, -9888,-11624,0
66,-11624,-13320,0
67,-13320,-14973,0
68,-14973,-16576,0
69,-16576,-18124,0
70,-18124,-19613,0
71,-19613,-21036,0
72,-21036,-22389,0
73,-22389,-23668,0
74,-23668,-24868,0
75,-24868,-25986,0
76,-25986,-27018,0
77,-27018,-27960,0
78,-27960,-28810,0
79,-28810,-29564,0
80,-29564,-30220,0
81,-30220,-30775,0
82,-30775,-31229,0
83,-31229,-31579,0
84,-31579,-31824,0
85,-31824,-31964,0
86,-31964,-31998,0
87,-31998,-31925,0
88,-31925,-31747,0
89,-31747,-31464,0
90,-31464,-31076,0
91,-31076,-30585,0
92,-30585,-29993,0
93,-29993,-29301,0
94,-29301,-28512,0
95,-28512,-27628,0
96,-27628,-26653,0
97,-26653,-25589,0
98,-25589,-24441,0
99,-24441,-23211,0
100,-23211,-21905,0
101,-21905,-20526,0
102,-20526,-19079,0
103,-19079,-17568,0
104,-17568,-16000,0
105,-16000,-14378,0
106,-14378,-12708,0
107,-12708,-10997,0
108,-10997, -9249,0
109, -9249, -7470,0
110, -7470, -5666,0
111, -5666, -3844,0
112, -3844, -2009,0
113, -2009,  -167,0
114,  -167,  1674,0
115,  1674,  3511,0
116,  3511,  5336,0
117,  5336,  7144,0
118,  7144,  8927,0
119,  8927, 10681,0
120, 10681, 12400,0
121, 12400, 14078,0
122, 14078, 15708,0
123, 15708, 17287,0
124, 17287, 18809,0
125, 18809, 20268,0
126, 20268, 21660,0
127, 21660, 22980,0
128, 22980, 24223,0
129, 24223, 25387,0
130, 25387, 26466,0
131, 26466, 27458,0
132, 27458, 28358,0
133, 28358, 29164,0
134, 29164, 29874,0
135, 29874, 30485,0
136, 30485, 30994,0
137, 30994, 31401,0
138, 31401, 31703,0
139, 31703, 31901,0
140, 31901, 31992,0
141, 31992, 31978,0
142, 31978, 31857,0
143, 31857, 31631,0
144, 31631, 31300,0
145, 31300, 30865,0
146, 30865, 30328,0
147, 30328, 29690,0
148, 29690, 28954,0
149, 28954, 28122,0
150, 28122, 27196,0
151, 27196, 26180,0
152, 26180, 25078,0
153, 25078, 23892,0
154, 23892, 22627,0
155, 22627, 21287,0
156, 21287, 19876,0
157, 19876, 18400,0
158, 18400, 16862,0
159, 16862, 15269,0
160, 15269, 13624,0
161, 13624, 11935,0
162, 11935, 10206,0
163, 10206,  8443,0
164,  8443,  6653,0
165,  6653,  4840,0
166,  4840,  3011,0
167,  3011,  1172,0
168,  1172,  -670,0
169,  -670, -2510,0
170, -2510, -4342,0
171, -4342, -6160,0
172, -6160, -7958,0
173, -7958, -9729,0
174, -9729,-11467,0
175,-11467,-13168,0
176,-13168,-14825,0
177,-14825,-16433,0
178,-16433,-17986,0
179,-17986,-19480,0
180,-19480,-20909,0
181,-20909,-22269,0
182,-22269,-23555,0
183,-23555,-24762,0
184,-24762,-25888,0
185,-25888,-26928,0
186,-26928,-27878,0
187,-27878,-28736,0
188,-28736,-29499,0
189,-29499,-30164,0
190,-30164,-30729,0
191,-30729,-31192,0
192,-31192,-31551,0
193,-31551,-31806,0
194,-31806,-31956,0
195,-31956,-31999,0
196,-31999,-31936,0
197,-31936,-31768,0
198,-31768,-31494,0
199,-31494,-31115,0
200,-31115,-30634,0
201,-30634,-30051,0
202,-30051,-29368,0
203,-29368,-28587,0
204,-28587,-27712,0
205,-27712,-26745,0
206,-26745,-25690,0
207,-25690,-24549,0
208,-24549,-23326,0
209,-23326,-22027,0
210,-22027,-20654,0
211,-20654,-19213,0
212,-19213,-17708,0
213,-17708,-16144,0
214,-16144,-14527,0
215,-14527,-12862,0
216,-12862,-11154,0
217,-11154, -9409,0
218, -9409, -7633,0
219, -7633, -5831,0
220, -5831, -4010,0
221, -4010, -2176,0
222, -2176,  -335,0
223,  -335,  1507,0
224,  1507,  3344,0
225,  3344,  5171,0
226,  5171,  6980,0
227,  6980,  8766,0
228,  8766, 10523,0
229, 10523, 12245,0
230, 12245, 13927,0
231, 13927, 15562,0
232, 15562, 17146,0
233, 17146, 18673,0
234, 18673, 20138,0
235, 20138, 21536,0
236, 21536, 22863,0
237, 22863, 24114,0
238, 24114, 25284,0
239, 25284, 26372,0
240, 26372, 27371,0
241, 27371, 28280,0
242, 28280, 29095,0
243, 29095, 29814,0
244, 29814, 30433,0
245, 30433, 30952,0
246, 30952, 31368,0
247, 31368, 31680,0
248, 31680, 31887,0
249, 31887, 31989,0
250, 31989, 31984,0
251, 31984, 31873,0
252, 31873, 31656,0
253, 31656, 31335,0
254, 31335, 30909,0
255, 30909, 30381,0
256, 30381, 29752,0
257, 29752, 29025,0
258, 29025, 28201,0
259, 28201, 27284,0
260, 27284, 26276,0
261, 26276, 25181,0
262, 25181, 24003,0
263, 24003, 22745,0
264, 22745, 21412,0
265, 21412, 20007,0
266, 20007, 18536,0
267, 18536, 17004,0
268, 17004, 15416,0
269, 15416, 13776,0
270, 13776, 12090,0
271, 12090, 10365,0
272, 10365,  8605,0
273,  8605,  6816,0
274,  6816,  5005,0
275,  5005,  3178,0
276,  3178,  1340,0
277,  1340,  -502,0
278,  -502, -2343,0
279, -2343, -4176,0
280, -4176, -5996,0
281, -5996, -7795,0
282, -7795, -9569,0
283, -9569,-11311,0
284,-11311,-13015,0
285,-13015,-14676,0
286,-14676,-16289,0
287,-16289,-17847,0
288,-17847,-19347,0
289,-19347,-20782,0
290,-20782,-22148,0
291,-22148,-23441,0
292,-23441,-24656,0
293,-24656,-25789,0
294,-25789,-26837,0
295,-26837,-27796,0
296,-27796,-28662,0
297,-28662,-29434,0
298,-29434,-30108,0
299,-30108,-30682,0
300,-30682,-31154,0
301,-31154,-31523,0
302,-31523,-31787,0
303,-31787,-31946,0
304,-31946,-31999,0
305,-31999,-31946,0
306,-31946,-31787,0
307,-31787,-31523,0
308,-31523,-31154,0
309,-31154,-30682,0
310,-30682,-30108,0
311,-30108,-29434,0
312,-29434,-28662,0
313,-28662,-27796,0
314,-27796,-26837,0
315,-26837,-25789,0
316,-25789,-24656,0
317,-24656,-23441,0
318,-23441,-22148,0
319,-22148,-20782,0
320,-20782,-19347,0
321,-19347,-17847,0
322,-17847,-16289,0
323,-16289,-14676,0
324,-14676,-13015,0
325,-13015,-11311,0
326,-11311, -9569,0
327, -9569, -7795,0
328, -7795, -5996,0
329, -5996, -4176,0
330, -4176, -2343,0
331, -2343,  -502,0
332,  -502,  1340,0
333,  1340,  3178,0
334,  3178,  5005,0
335,  5005,  6816,0
336,  6816,  8605,0
337,  8605, 10365,0
338, 10365, 12090,0
339, 12090, 13776,0
340, 13776, 15416,0
341, 15416, 17004,0
342, 17004, 18536,0
343, 18536, 20007,0
344, 20007, 21412,0
345, 21412, 22745,0
346, 22745, 24003,0
347, 24003, 25181,0
348, 25181, 26276,0
349, 26276, 27284,0
350, 27284, 28201,0
351, 28201, 29025,0
352, 29025, 29752,0
353, 29752, 30381,0
354, 30381, 30909,0
355, 30909, 31335,0
356, 31335, 31656,0
357, 31656, 31873,0
358, 31873, 31984,0
359, 31984, 31989,0
360, 31989, 31887,0
361, 31887, 31680,0
362, 31680, 31368,0
363, 31368, 30952,0
364, 30952, 30433,0
365, 30433, 29814,0
366, 29814, 29095,0
367, 29095, 28280,0
368, 28280, 27371,0
369, 27371, 26372,0
370, 26372, 25284,0
371, 25284, 24114,0
372, 24114, 22863,0
373, 22863, 21536,0
374, 21536, 20138,0
375, 20138, 18673,0
376, 18673, 17146,0
377, 17146, 15562,0
378, 15562, 13927,0
379, 13927, 12245,0
380, 12245, 10523,0
381, 10523,  8766,0
382,  8766,  6980,0
383,  6980,  5171,0
384,  5171,  3344,0
385,  3344,  1507,0
386,  1507,  -335,0
387,  -335, -2176,0
388, -2176, -4010,0
389, -4010, -5831,0
390, -5831, -7633,0
391, -7633, -9409,0
392, -9409,-11154,0
393,-11154,-12862,0
394,-12862,-14527,0
395,-14527,-16144,0
396,-16144,-17708,0
397,-17708,-19213,0
398,-19213,-20654,0
399,-20654,-22027,0
400,-22027,-23326,0
401,-23326,-24549,0
402,-24549,-25690,0
403,-25690,-26745,0
404,-26745,-27712,0
405,-27712,-28587,0
406,-28587,-29368,0
407,-29368,-30051,0
408,-30051,-30634,0
409,-30634,-31115,0
410,-31115,-31494,0
411,-31494,-31768,0
412,-31768,-31936,0
413,-31936,-31999,0
414,-31999,-31956,0
415,-31956,-31806,0
416,-31806,-31551,0
417,-31551,-31192,0
418,-31192,-30729,0
419,-30729,-30164,0
420,-30164,-29499,0
421,-29499,-28736,0
422,-28736,-27878,0
423,-27878,-26928,0
424,-26928,-25888,0
425,-25888,-24762,0
426,-24762,-23555,0
427,-23555,-22269,0
428,-22269,-20909,0
429,-20909,-19480,0
430,-19480,-17986,0
431,-17986,-16433,0
432,-16433,-14825,0
433,-14825,-13168,0
434,-13168,-11467,0
435,-11467, -9729,0
436, -9729, -7958,0
437, -7958, -6160,0
438, -6160, -4342,0
439, -4342, -2510,0
440, -2510,  -670,0
441,  -670,  1172,0
442,  1172,  3011,0
443,  3011,  4840,0
444,  4840,  6653,0
445,  6653,  8443,0
446,  8443, 10206,0
447, 10206, 11935,0
448, 11935, 13624,0
449, 13624, 15269,0
450, 15269, 16862,0
451, 16862, 18400,0
452, 18400, 19876,0
453, 19876, 21287,0
454, 21287, 22627,0
455, 22627, 23892,0
456, 23892, 25078,0
457, 25078, 26180,0
458, 26180, 27196,0
459, 27196, 28122,0
460, 28122, 28954,0
461, 28954, 29690,0
462, 29690, 30328,0
463, 30328, 30865,0
464, 30865, 31300,0
465, 31300, 31631,0
466, 31631, 31857,0
467, 31857, 31978,0
468, 31978, 31992,0
469, 31992, 31901,0
470, 31901, 31703,0
471, 31703, 31401,0
472, 31401, 30994,0
473, 30994, 30485,0
474, 30485, 29874,0
475, 29874, 29164,0
476, 29164, 28358,0
477, 28358, 27458,0
478, 27458, 26466,0
479, 26466, 25387,0
480, 25387, 24223,0
481, 24223, 22980,0
482, 22980, 21660,0
483, 21660, 20268,0
484, 20268, 18809,0
485, 18809, 17287,0
486, 17287, 15708,0
487, 15708, 14078,0
488, 14078, 12400,0
489, 12400, 10681,0
490, 10681,  8927,0
491,  8927,  7144,0
492,  7144,  5336,0
493,  5336,  3511,0
494,  3511,  1674,0
495,  1674,  -167,0
496,  -167, -2009,0
497, -2009, -3844,0
498, -3844, -5666,0
499, -5666, -7470,0
500, -7470, -9249,0
501, -9249,-10997,0
502,-10997,-12708,0
503,-12708,-14378,0
504,-14378,-15999,0
505,-15999,-17568,0
506,-17568,-19079,0
507,-19079,-20526,0
508,-20526,-21905,0
509,-21905,-23211,0
510,-23211,-24441,0
511,-24441,-25589,0
512,-25589,-26653,0
513,-26653,-27628,0
514,-27628,-28512,0
515,-28512,-29301,0
516,-29301,-29993,0
517,-29993,-30585,0
518,-30585,-31076,0
519,-31076,-31464,0
520,-31464,-31747,0
521,-31747,-31925,0
522,-31925,-31998,0
523,-31998,-31964,0
524,-31964,-31824,0
525,-31824,-31579,0
526,-31579,-31229,0
527,-31229,-30775,0
528,-30775,-30220,0
529,-30220,-29564,0
530,-29564,-28810,0
531,-28810,-27960,0
532,-27960,-27018,0
533,-27018,-25986,0
534,-25986,-24868,0
535,-24868,-23668,0
536,-23668,-22389,0
537,-22389,-21036,0
538,-21036,-19613,0
539,-19613,-18125,0
540,-18125,-16576,0
541,-16576,-14973,0
542,-14973,-13320,0
543,-13320,-11624,0
544,-11624, -9888,0
545, -9888, -8120,0
546, -8120, -6325,0
547, -6325, -4508,0
548, -4508, -2677,0
549, -2677,  -837,0
550,  -837,  1005,0
551,  1005,  2844,0
552,  2844,  4674,0
553,  4674,  6489,0
554,  6489,  8282,0
555,  8282, 10047,0
556, 10047, 11779,0
557, 11779, 13473,0
558, 13473, 15121,0
559, 15121, 16719,0
560, 16719, 18262,0
561, 18262, 19745,0
562, 19745, 21161,0
563, 21161, 22508,0
564, 22508, 23780,0
565, 23780, 24973,0
566, 24973, 26084,0
567, 26084, 27107,0
568, 27107, 28041,0
569, 28041, 28882,0
570, 28882, 29627,0
571, 29627, 30274,0
572, 30274, 30821,0
573, 30821, 31265,0
574, 31265, 31606,0
575, 31606, 31841,0
576, 31841, 31971,0
577, 31971, 31996,0
578, 31996, 31914,0
579, 31914, 31726,0
580, 31726, 31433,0
581, 31433, 31035,0
582, 31035, 30535,0
583, 30535, 29934,0
584, 29934, 29233,0
585, 29233, 28435,0
586, 28435, 27543,0
587, 27543, 26560,0
588, 26560, 25488,0
589, 25488, 24332,0
590, 24332, 23096,0
591, 23096, 21783,0
592, 21783, 20397,0
593, 20397, 18944,0
594, 18944, 17428,0
595, 17428, 15854,0
596, 15854, 14228,0
597, 14228, 12554,0
598, 12554, 10839,0
599, 10839,  9088,0
600,  9088,  7307,0
601,  7307,  5501,0
602,  5501,  3677,0
603,  3677,  1842,0
604,  1842,     0,0
605,     0, -1842,0
606, -1842, -3677,0
607, -3677, -5501,0
608, -5501, -7307,0
609, -7307, -9088,0
610, -9088,-10839,0
611,-10839,-12554,0
612,-12554,-14228,0
613,-14228,-15854,0
614,-15854,-17428,0
615,-17428,-18944,0
616,-18944,-20397,0
617,-20397,-21783,0
618,-21783,-23096,0
619,-23096,-24332,0
620,-24332,-25488,0
621,-25488,-26560,0
622,-26560,-27543,0
623,-27543,-28435,0
624,-28435,-29233,0
625,-29233,-29934,0
626,-29934,-30535,0
627,-30535,-31035,0
628,-31035,-31433,0
629,-31433,-31726,0
630,-31726,-31914,0
631,-31914,-31996,0
632,-31996,-31971,0
633,-31971,-31841,0
634,-31841,-31606,0
635,-31606,-31265,0
636,-31265,-30821,0
637,-30821,-30274,0
638,-30274,-29627,0
639,-29627,-28882,0
640,-28882,-28041,0
641,-28041,-27107,0
642,-27107,-26084,0
643,-26084,-24973,0
644,-24973,-23780,0
645,-23780,-22508,0
646,-22508,-21161,0
647,-21161,-19745,0
648,-19745,-18262,0
649,-18262,-16719,0
650,-16719,-15121,0
651,-15121,-13473,0
652,-13473,-11779,0
653,-11779,-10047,0
654,-10047, -8282,0
655, -8282, -6489,0
656, -6489, -4674,0
657, -4674, -2844,0
658, -2844, -1005,0
659, -1005,   837,0
660,   837,  2677,0
661,  2677,  4508,0
662,  4508,  6325,0
663,  6325,  8120,0
664,  8120,  9888,0
665,  9888, 11624,0
666, 11624, 13320,0
667, 13320, 14973,0
668, 14973, 16576,0
669, 16576, 18124,0
670, 18124, 19613,0
671, 19613, 21036,0
672, 21036, 22389,0
673, 22389, 23668,0
674, 23668, 24868,0
675, 24868, 25986,0
676, 25986, 27018,0
677, 27018, 27960,0
678, 27960, 28810,0
679, 28810, 29564,0
680, 29564, 30220,0
681, 30220, 30775,0
682, 30775, 31229,0
683, 31229, 31579,0
684, 31579, 31824,0
685, 31824, 31964,0
686, 31964, 31998,0
687, 31998, 31925,0
688, 31925, 31747,0
689, 31747, 31464,0
690, 31464, 31076,0
691, 31076, 30585,0
692, 30585, 29993,0
693, 29993, 29301,0
694, 29301, 28512,0
695, 28512, 27628,0
696, 27628, 26653,0
697, 26653, 25589,0
698, 25589, 24441,0
699, 24441, 23211,0
700, 23211, 21905,0
701, 21905, 20526,0
702, 20526, 19079,0
703, 19079, 17568,0
704, 17568, 16000,0
705, 16000, 14378,0
706, 14378, 12708,0
707, 12708, 10997,0
708, 10997,  9249,0
709,  9249,  7470,0
710,  7470,  5666,0
711,  5666,  3844,0
712,  3844,  2009,0
713,  2009,   167,0
714,   167, -1674,0
715, -1674, -3511,0
716, -3511, -5336,0
717, -5336, -7144,0
718, -7144, -8927,0
719, -8927,-10681,0
720,-10681,-12400,0
721,-12400,-14078,0
722,-14078,-15708,0
723,-15708,-17287,0
724,-17287,-18809,0
725,-18809,-20268,0
726,-20268,-21660,0
727,-21660,-22980,0
728,-22980,-24223,0
729,-24223,-25387,0
730,-25387,-26466,0
731,-26466,-27458,0
732,-27458,-28358,0
733,-28358,-29164,0
734,-29164,-29874,0
735,-29874,-30485,0
736,-30485,-30994,0
737,-30994,-31401,0
738,-31401,-31703,0
739,-31703,-31901,0
740,-31901,-31992,0
741,-31992,-31978,0
742,-31978,-31857,0
743,-31857,-31631,0
744,-31631,-31300,0
745,-31300,-30865,0
746,-30865,-30328,0
747,-30328,-29690,0
748,-29690,-28954,0
749,-28954,-28122,0
750,-28122,-27196,0
751,-27196,-26180,0
752,-26180,-25078,0
753,-25078,-23892,0
754,-23892,-22627,0
755,-22627,-21287,0
756,-21287,-19876,0
757,-19876,-18400,0
758,-18400,-16862,0
759,-16862,-15269,0
760,-15269,-13624,0
761,-13624,-11935,0
762,-11935,-10206,0
763,-10206, -8443,0
764, -8443, -6653,0
765, -6653, -4840,0
766, -4840, -3011,0
767, -3011, -1172,0
768, -1172,   670,0
769,   670,  2510,0
770,  2510,  4342,0
771,  4342,  6160,0
772,  6160,  7958,0
773,  7958,  9729,0
774,  9729, 11467,0
775, 11467, 13168,0
776, 13168, 14825,0
777, 14825, 16433,0
778, 16433, 17986,0
779, 17986, 19480,0
780, 19480, 20909,0
781, 20909, 22269,0
782, 22269, 23555,0
783, 23555, 24762,0
784, 24762, 25888,0
785, 25888, 26928,0
786, 26928, 27878,0
787, 27878, 28736,0
788, 28736, 29499,0
789, 29499, 30164,0
790, 30164, 30729,0
791, 30729, 31192,0
792, 31192, 31551,0
793, 31551, 31806,0
794, 31806, 31956,0
795, 31956, 31999,0
796, 31999, 31936,0
797, 31936, 31768,0
798, 31768, 31494,0
799, 31494, 31115,0
800, 31115, 30634,0
801, 30634, 30051,0
802, 30051, 29368,0
803, 29368, 28587,0
804, 28587, 27712,0
805, 27712, 26745,0
806, 26745, 25690,0
807, 25690, 24549,0
808, 24549, 23326,0
809, 23326, 22027,0
810, 22027, 20654,0
811, 20654, 19213,0
812, 19213, 17708,0
813, 17708, 16144,0
814, 16144, 14527,0
815, 14527, 12862,0
816, 12862, 11154,0
817, 11154,  9409,0
818,  9409,  7633,0
819,  7633,  5831,0
820,  5831,  4010,0
821,  4010,  2176,0
822,  2176,   335,0
823,   335, -1507,0
824, -1507, -3344,0
825, -3344, -5171,0
826, -5171, -6980,0
827, -6980, -8766,0
828, -8766,-10523,0
829,-10523,-12245,0
830,-12245,-13927,0
831,-13927,-15562,0
832,-15562,-17146,0
833,-17146,-18673,0
834,-18673,-20138,0
835,-20138,-21536,0
836,-21536,-22863,0
837,-22863,-24114,0
838,-24114,-25284,0
839,-25284,-26372,0
840,-26372,-27371,0
841,-27371,-28280,0
842,-28280,-29095,0
843,-29095,-29814,0
844,-29814,-30433,0
845,-30433,-30952,0
846,-30952,-31368,0
847,-31368,-31680,0
848,-31680,-31887,0
849,-31887,-31989,0
850,-31989,-31984,0
851,-31984,-31873,0
852,-31873,-31656,0
853,-31656,-31335,0
854,-31335,-30909,0
855,-30909,-30381,0
856,-30381,-29752,0
857,-29752,-29025,0
858,-29025,-28201,0
859,-28201,-27284,0
860,-27284,-26276,0
861,-26276,-25181,0
862,-25181,-24003,0
863,-24003,-22745,0
864,-22745,-21412,0
865,-21412,-20007,0
866,-20007,-18536,0
867,-18536,-17004,0
868,-17004,-15416,0
869,-15416,-13776,0
870,-13776,-12090,0
871,-12090,-10365,0
872,-10365, -8605,0
873, -8605, -6816,0
874, -6816, -5005,0
875, -5005, -3178,0
876, -3178, -1340,0
877, -1340,   502,0
878,   502,  2343,0
879,  2343,  4176,0
880,  4176,  5996,0
881,  5996,  7795,0
882,  7795,  9569,0
883,  9569, 11311,0
884, 11311, 13015,0
885, 13015, 14676,0
886, 14676, 16289,0
887, 16289, 17847,0
888, 17847, 19347,0
889, 19347, 20782,0
890, 20782, 22148,0
891, 22148, 23441,0
892, 23441, 24656,0
893, 24656, 25789,0
894, 25789, 26837,0
895, 26837, 27796,0
896, 27796, 28662,0
897, 28662, 29434,0
898, 29434, 30108,0
899, 30108, 30682,0
900, 30682, 31154,0
901, 31154, 31523,0
902, 31523, 31787,0
903, 31787, 31946,0
904, 31946, 31999,0
905, 31999, 31946,0
906, 31946, 31787,0
907, 31787, 31523,0
908, 31523, 31154,0
909, 31154, 30682,0
910, 30682, 30108,0
911, 30108, 29434,0
912, 29434, 28662,0
913, 28662, 27796,0
914, 27796, 26837,0
915, 26837, 25789,0
916, 25789, 24656,0
917, 24656, 23441,0
918, 23441, 22148,0
919, 22148, 20782,0
920, 20782, 19347,0
921, 19347, 17847,0
922, 17847, 16289,0
923, 16289, 14676,0
924, 14676, 13015,0
925, 13015, 11311,0
926, 11311,  9569,0
927,  9569,  7795,0
928,  7795,  5996,0
929,  5996,  4176,0
930,  4176,  2343,0
931,  2343,   502,0
932,   502, -1340,0
933, -1340, -3178,0
934, -3178, -5005,0
935, -5005, -6816,0
936, -6816, -8605,0
937, -8605,-10365,0
938,-10365,-12090,0
939,-12090,-13776,0
940,-13776,-15416,0
941,-15416,-17004,0
942,-17004,-18536,0
943,-18536,-20007,0
944,-20007,-21412,0
945,-21412,-22745,0
946,-22745,-24003,0
947,-24003,-25181,0
948,-25181,-26276,0
949,-26276,-27284,0
950,-27284,-28201,0
951,-28201,-29025,0
952,-29025,-29752,0
953,-29752,-30381,0
954,-30381,-30909,0
955,-30909,-31335,0
956,-31335,-31656,0
957,-31656,-31873,0
958,-31873,-31984,0
959,-31984,-31989,0
960,-31989,-31887,0
961,-31887,-31680,0
962,-31680,-31368,0
963,-31368,-30952,0
964,-30952,-30433,0
965,-30433,-29814,0
966,-29814,-29095,0
967,-29095,-28280,0
968,-28280,-27371,0
969,-27371,-26372,0
970,-26372,-25284,0
971,-25284,-24114,0
972,-24114,-22863,0
973,-22863,-21536,0
974,-21536,-20138,0
975,-20138,-18673,0
976,-18673,-17146,0
977,-17146,-15562,0
978,-15562,-13927,0
979,-13927,-12245,0
980,-12245,-10523,0
981,-10523, -8766,0
982, -8766, -6980,0
983, -6980, -5171,0
984, -5171, -3344,0
985, -3344, -1507,0
986, -1507,   335,0
987,   335,  2176,0
988,  2176,  4010,0
989,  4010,  5831,0
990,  5831,  7633,0
991,  7633,  9409,0
992,  9409, 11154,0
993, 11154, 12862,0
994, 12862, 14527,0
995, 14527, 16144,0
996, 16144, 17708,0
997, 17708, 19213,0
998, 19213, 20654,0
999, 20654, 22027,0
1000, 22027, 23326,0
1000, 23326, 24549,0
1000, 24549, 25690,0
1000, 25690, 26745,0
1000, 26745, 27712,0
1000, 27712, 27712,0
1000, 27712, 22593,1
1001, 27712, 22593,1
1002, 27712, 27981,1
1003, 27712, 27981,1
1004, 27712, 27981,1
1005, 27712, 27981,1
1006, 28587, 28252,1
1007, 29368, 28632,1
1008, 30051, 28869,1
1009, 30634, 28982,1
1010, 31115, 29200,1
1011, 31494, 29304,1
1012, 31768, 29405,1
1013, 31936, 29405,1
1014, 31999, 29405,1
1015, 31956, 29405,1
1016, 31806, 29405,1
1017, 31551, 29304,1
1018, 31192, 29200,1
1019, 30729, 29092,1
1020, 30164, 28869,1
1021, 29499, 28632,1
1022, 28736, 28382,1
1023, 27878, 27981,1
1024, 26928, 27546,1
1025, 25888, 27076,1
1026, 24762, 26568,1
1027, 23555, 26019,1
1028, 22269, 25220,1
1029, 20909, 24341,1
1030, 19480, 23376,1
1031, 17986, 22042,1
1032, 16433, 20869,1
1033, 14825, 19264,1
1034, 13168, 17505,1
1035, 11467, 15593,1
1036,  9729, 13532,1
1037,  7958, 11334,1
1038,  6160,  9013,1
1039,  4342,  6096,1
1040,  2510,  3583,1
1041,   670,   513,1
1042, -1172, -1540,1
1043, -3011, -4090,1
1044, -4840, -7082,1
1045, -6653, -9486,1
1046, -8443,-11784,1
1047,-10206,-13956,1
1048,-11935,-15987,1
1049,-13624,-17870,1
1050,-15269,-19598,1
1051,-16862,-21171,1
1052,-18400,-22321,1
1053,-19876,-23626,1
1054,-21287,-24569,1
1055,-22627,-25427,1
1056,-23892,-26019,1
1057,-25078,-26741,1
1058,-26180,-27237,1
1059,-27196,-27695,1
1060,-28122,-28118,1
1061,-28954,-28382,1
1062,-29690,-28632,1
1063,-30328,-28869,1
1064,-30865,-29092,1
1065,-31300,-29200,1
1066,-31631,-29304,1
1067,-31857,-29405,1
1068,-31978,-29405,1
1069,-31992,-29405,1
1070,-31901,-29405,1
1071,-31703,-29304,1
1072,-31401,-29200,1
1073,-30994,-29092,1
1074,-30485,-28982,1
1075,-29874,-28752,1
1076,-29164,-28509,1
1077,-28358,-28252,1
1078,-27458,-27840,1
1079,-26466,-27394,1
1080,-25387,-26911,1
1081,-24223,-26206,1
1082,-22980,-25629,1
1083,-21660,-24791,1
1084,-20268,-23870,1
1085,-18809,-22860,1
1086,-17287,-21468,1
1087,-15708,-20246,1
1088,-14078,-18579,1
1089,-12400,-16759,1
1090,-10681,-14786,1
1091, -8927,-12669,1
1092, -7144, -9955,1
1093, -5336, -7570,1
1094, -3511, -5098,1
1095, -1674, -2053,1
1096,   167,     0,1
1097,  2009,  2564,1
1098,  3844,  5598,1
1099,  5666,  8055,1
1100,  7470, 10419,1
1101,  9249, 13103,1
1102, 10997, 15192,1
1103, 12708, 17135,1
1104, 14378, 18925,1
1105, 15999, 20246,1
1106, 17568, 21758,1
1107, 19079, 22860,1
1108, 20526, 24108,1
1109, 21905, 25008,1
1110, 23211, 25827,1
1111, 24441, 26389,1
1112, 25589, 26911,1
1113, 26653, 27546,1
1114, 27628, 27840,1
1115, 28512, 28252,1
1116, 29301, 28509,1
1117, 29993, 28752,1
1118, 30585, 28982,1
1119, 31076, 29200,1
1120, 31464, 29304,1
1121, 31747, 29405,1
1122, 31925, 29405,1
1123, 31998, 29405,1
1124, 31964, 29405,1
1125, 31824, 29405,1
1126, 31579, 29304,1
1127, 31229, 29200,1
1128, 30775, 29092,1
1129, 30220, 28869,1
1130, 29564, 28632,1
1131, 28810, 28382,1
1132, 27960, 27981,1
1133, 27018, 27695,1
1134, 25986, 27237,1
1135, 24868, 26568,1
1136, 23668, 26019,1
1137, 22389, 25220,1
1138, 21036, 24341,1
1139, 19613, 23376,1
1140, 18125, 22321,1
1141, 16576, 20869,1
1142, 14973, 19264,1
1143, 13320, 17870,1
1144, 11624, 15987,1
1145,  9888, 13532,1
1146,  8120, 11334,1
1147,  6325,  9013,1
1148,  4508,  6590,1
1149,  2677,  3583,1
1150,   837,  1027,1
1151, -1005, -1027,1
1152, -2844, -4090,1
